index,disease_name,description,Possible Steps,image_url
23, உருளைக்கிழங்கு: ஆரோக்கியமானது,"பல உருளைக்கிழங்குகள் வளர நிலையான ஈரப்பதம் தேவை, எனவே கிழங்குகள் வளரும்போது தினமும் தவறாமல் தண்ணீர் பாய்ச்ச வேண்டும். நீங்கள் உருளைக்கிழங்கு செடிகளுக்கு தண்ணீர் பாய்ச்சும்போது அது சுமார் 8-10 அங்குல தரை மட்டத்தை அடைய வேண்டும். வெப்பமான அல்லது சூடான பருவங்களில் மண் விரைவாக வறண்டு போவதால், உருளைக்கிழங்கு செடிகளுக்கு ஒரு நாளைக்கு இரண்டு முறை அதிக அளவில் தண்ணீர் பாய்ச்ச வேண்டும்.","ஊட்டச்சத்துக்களால் நிரம்பியுள்ளது. Pinterest இல் பகிரவும். ஆக்ஸிஜனேற்றிகள் உள்ளன. உருளைக்கிழங்கில் ஃபிளாவனாய்டுகள், கரோட்டினாய்டுகள் மற்றும் பீனாலிக் அமிலங்கள் போன்ற சேர்மங்கள் நிறைந்துள்ளன (4). இரத்த சர்க்கரை கட்டுப்பாட்டை மேம்படுத்தலாம். செரிமான ஆரோக்கியத்தை மேம்படுத்தலாம். இயற்கையாகவே பசையம் இல்லாதது. நம்பமுடியாத அளவிற்கு நிறைவானது. மிகவும் பல்துறை.",https://www.garden.eco/wp-content/uploads/2018/06/can-you-eat-potato-leaves.jpg
24, ராஸ்பெர்ரி: ஆரோக்கியமானது,"வசந்த காலம் முதல் அறுவடைக்குப் பிறகு வாரத்திற்கு ஒரு அங்குலம் தண்ணீர் பாய்ச்ச வேண்டும். அடிக்கடி ஆழமாக ஊறவைப்பதை விட வழக்கமான நீர்ப்பாசனம் சிறந்தது. உங்கள் ராஸ்பெர்ரி புதர்களை ஏதேனும் ஒன்றை தோண்டி நேர்த்தியாக வைத்திருங்கள். வரிசைகளில் இருந்து நன்கு விலகி வளரும் சக்கர்ஸ் அல்லது கரும்புகள்; நீங்கள் அவற்றை தோண்டி எடுக்கவில்லை என்றால், அவை ஊட்டச்சத்துக்களை இழுத்துவிடும்மேலும் அடுத்த ஆண்டு உங்களுக்கு குறைவான பெர்ரிகள் கிடைக்கும்." ,"அவை பொட்டாசியத்தை வழங்குகின்றன இதய செயல்பாட்டிற்கு அவசியமானவை மற்றும் இரத்த அழுத்தத்தைக் குறைப்பதாக நிரூபிக்கப்பட்டுள்ளது. ராஸ்பெர்ரிகளில் உள்ள ஒமேகா-3 கொழுப்பு அமிலங்கள் பக்கவாதம் மற்றும் இதய நோய்களைத் தடுக்க உதவும். அவற்றில் மாங்கனீசு என்ற கனிமமும் உள்ளது இது ஆரோக்கியமான எலும்புகள் மற்றும் சருமத்திற்கு அவசியமானது மற்றும் இரத்த சர்க்கரையை சீராக்க உதவுகிறது.",https://www.gardeningknowhow.com/wp-content/uploads/2009/04/raspberry.jpg
25, சோயாபீன்: ஆரோக்கியமானது, சோயாபீன்ஸ் மண்ணில் ஊடுருவிச் செல்லும் வரை நடவுப் படுகைகளை சமமாக ஈரப்பதமாக வைத்திருங்கள். பூக்கும் மற்றும் காய்கள் உருவாகும் போது தொடர்ந்து தண்ணீர் பாய்ச்சவும். பூக்கள் மற்றும் காய்கள் உதிர்ந்து போகக்கூடிய மேல்நிலை நீர்ப்பாசனத்தைத் தவிர்க்கவும். மண் ஈரப்பதத்தைப் பாதுகாக்க மண் 60°F (16°C) க்கு மேல் வெப்பமடையும் போது தழைக்கூளம் போடவும்.,"நார்ச்சத்து அதிகம் புரதம் அதிகம் நிறைவுற்ற கொழுப்பு குறைவுகொலஸ்ட்ரால் இல்லாதலாக்டோஸ் இல்லாதஒமேகா-3 கொழுப்பு அமிலங்களின் நல்ல ஆதாரம்ஆக்ஸிஜனேற்ற எதிர்ப்பிகளின் ஆதாரம் பைட்டோ ஈஸ்ட்ரோஜன்கள் அதிகம்.",https://upload.wikimedia.org/wikipedia/commons/a/ac/Soybean_leaves.jpg
26, ஸ்குவாஷ்: தூள் பூஞ்சை காளான்,"வெள்ளை தூள் புள்ளிகள் மேல் மற்றும் கீழ் இலை மேற்பரப்புகளில் உருவாகி, விரைவாக பெரிய கொப்புளங்களாக விரிவடையும். தூள் பூஞ்சை காளான் தாவரத்தை பலவீனப்படுத்துகிறது மற்றும் பழங்கள் முன்கூட்டியே பழுக்க வைக்கும். பாதிக்கப்பட்ட தாவரங்களில் குறைவான மற்றும் சிறிய பழங்கள் வளரும். வெப்பமான, வறண்ட நிலையில், புதிய வித்துகள் உருவாகி நோயை எளிதில் பரப்புகின்றன.மினசோட்டாவில் கோடையின் நடுப்பகுதி முதல் பிற்பகுதி வரை தூள் பூஞ்சை காளான் அறிகுறிகள் முதலில் தோன்றும். சரியான இடைவெளி, தாவரங்களை குத்துதல் மற்றும் களை கட்டுப்பாடு மூலம் தாவரங்களைச் சுற்றி நல்ல காற்று இயக்கத்தை வழங்குதல். முன்னர் தூள் பூஞ்சை காளான் விளைந்த பகுதியில் விளைச்சல் இழப்பு ஏற்பட்டால், பூஞ்சைக் கொல்லி தேவைப்படலாம்.","ஒரு தேக்கரண்டி பேக்கிங் சோடா மற்றும் ஒன்றரை டீஸ்பூன் திரவ சோப்பு அல்லாத சோப்பை ஒரு கேலன் தண்ணீரில் சேர்த்து கலவையை தாவரங்களில் தாராளமாக தெளிக்கவும். வாய் கழுவுதல். உங்கள் வாயில் உள்ள கிருமிகளைக் கொல்ல நீங்கள் தினமும் பயன்படுத்தக்கூடிய மவுத் வாஷ் தூள் பூஞ்சை காளான் கொல்லவும் பயனுள்ளதாக இருக்கும். "ஸ்போர்ஸ்.",https://extension.umn.edu/sites/extension.umn.edu/files/styles/caption_medium/public/powdery-mildew-2.jpg?itok=Un68av52
27, ஸ்ட்ராபெரி: இலை எரிதல்,"இலை எரிதல் அறிகுறிகள் பொதுவான (மைக்கோஸ்பேரெல்லா) இலைப் புள்ளியின் ஆரம்ப கட்டங்களைப் போலவே இருக்கும், ஒழுங்கற்ற அடர் ஊதா நிற புள்ளிகள் இலையின் மேல் மேற்பரப்பில் சிதறடிக்கப்படுகின்றன. புள்ளிகள் பெரிதாகும்போது, ​​அவை தார் துளிகள் போலத் தோன்றத் தொடங்குகின்றன, மேலும் அவை உண்மையில் பூஞ்சையின் கருப்பு பழ உடல்களின் (அசெர்வுலி) குவிப்புகளாகும். புள்ளிகளின் மையங்கள் ஊதா நிறத்தில் இருக்கும் (மைக்கோஸ்பேரெல்லா இலைப் புள்ளியில் அவை வெண்மையானவை) மற்றும் நன்கு வரையறுக்கப்பட்ட புண் எல்லை இல்லை. கடுமையான தொற்றுகளில், இந்த பகுதிகள் ஒன்றிணைந்து, புண்களுக்கு இடையிலான திசுக்கள் பெரும்பாலும் ஊதா நிறத்தில் இருந்து பிரகாசமான சிவப்பு நிறத்தைப் பெறுகின்றன, இது சாகுபடி, வெப்பநிலை அல்லது பிற காரணிகளைப் பொறுத்தது. இலைகள் இறுதியில் பழுப்பு நிறமாக மாறி, உலர்ந்து, விளிம்புகளில் சுருண்டு, இலைக்கு ஒரு கருகிய தோற்றத்தை அளிக்கிறது. நோயின் இந்த மேம்பட்ட கட்டத்தில், அசெர்வுலி மற்றும் கூம்பு வடிவியல் அமைப்பை ஆய்வு செய்வது இலைப்புள்ளி மற்றும் இலை கருகலை வேறுபடுத்தி அறிய உதவும். இலை எரிதல் புண்களின் மேல் இலை மேற்பரப்பில், அசெர்வுலி அடர் நிறத்தில் பளபளப்பான வித்து நிறைகள் மற்றும் அடர் அபோதீசியாவுடன் இருக்கும். இலைக்காம்பு புண்கள் நீளமாகவும், மூழ்கியதாகவும், ஊதா நிறத்தில் இருந்து பழுப்பு நிறமாகவும் இருக்கும், மேலும் இலைக்காம்புகளை சுற்றி வளைப்பதன் மூலம் இலையைக் கொல்லும். ஓடுகள், பழ தண்டுகள், பழங்கள் மற்றும் தொப்பிகளும் பாதிக்கப்படலாம். தாவரங்கள் பலவீனமடையக்கூடும் மற்றும் கிரீடங்களின் எண்ணிக்கை மற்றும் வீரியம் குறையும். தொற்று தாவரங்களை குளிர்காலம் மற்றும் வறட்சி அழுத்தத்திற்கு ஆளாக்குகிறது. கடுமையான தொற்றுகளில், பூக்கள் மற்றும் பழங்கள் இறக்கக்கூடும்.","ஸ்ட்ராபெரி செடிகளில் இலை எரிதல் வெறுப்பூட்டும் என்றாலும், தோட்டத்தில் பரவுவதைத் தடுக்க வீட்டுத் தோட்டக்காரர்கள் பயன்படுத்தக்கூடிய சில உத்திகள் உள்ளன. ஸ்ட்ராபெரி இலை எரிதல் கட்டுப்பாட்டின் முதன்மை வழிமுறைகள் எப்போதும் தடுப்பு ஆகும். இந்த பூஞ்சை நோய்க்கிருமி பாதிக்கப்பட்ட தாவரங்களின் விழுந்த இலைகளில் குளிர்காலத்தை கழிப்பதால், சரியான தோட்ட சுகாதாரம் முக்கியமானது. ஸ்ட்ராபெரி செடியிலிருந்து பாதிக்கப்பட்ட தோட்டக் குப்பைகளை அகற்றுவதும், புதிய ஸ்ட்ராபெரி நாற்றுகளை அடிக்கடி நடவு செய்வதும் இதில் அடங்கும். புதிய நடவுகள் மற்றும் ஸ்ட்ராபெரி செடிகளை உருவாக்குவது, ஸ்ட்ராபெரி செடிகளின் அறுவடையை சீராக பராமரிப்பதற்கு முக்கியமாகும், ஏனெனில் பழைய செடிகள் கடுமையான தொற்றுநோய்க்கான அறிகுறிகளைக் காட்ட அதிக வாய்ப்புள்ளது.",https://content.ces.ncsu.edu/media/images/17531_IMG_2126.JPG
28, ஸ்ட்ராபெரி: ஆரோக்கியமானது,"அவை வெயில் படும் இடத்தைக் கண்டறியவும், ஏனெனில் அவை அதிக வெளிச்சத்தை விரும்புகின்றன, தேவைப்படுகின்றன. அவை காலை சூரியனைப் பெறும் இடத்தை நான் விரும்புகிறேன். நீங்கள் அவற்றை தொட்டிகள் மற்றும்/அல்லது பிற கொள்கலன்களில் வைத்திருந்தால், மாறிவரும் சூரிய ஒளியைப் பயன்படுத்திக் கொள்ள பகலில் அவற்றை நகர்த்துவது நல்லது. அவை தாகம் கொண்ட தாவரங்கள். தினமும் தண்ணீர் கொடுங்கள், குறிப்பாக அவை பழங்களை உற்பத்தி செய்தால். காலையில் இதைச் செய்வதும், நோய் தடுப்புக்காக இலைகளை ஈரமாக்குவதைத் தவிர்ப்பதும் சிறந்தது.தீவிர வானிலை மற்றும் காற்றிலிருந்து அவற்றைப் பாதுகாத்து வைக்கவும். அவை சூரிய ஒளியை விரும்பினாலும், நேரடி மதிய சூரிய ஒளியில் வெளிப்படுவதும் தீங்கு விளைவிக்கும் என்பதை நினைவில் கொள்ளவும்.பானைகளில் நல்ல வடிகால் உள்ளதா எனச் சரிபார்க்கவும்.களைகள் மற்றும் தேவையற்ற தாவரங்களை கட்டுக்குள் வைத்திருங்கள்.ஸ்ட்ராபெர்ரிகளை உற்பத்தி செய்ய அதிக ஆற்றல் தேவைப்படுவதால், நீங்கள் அவற்றை உரமாக்க வேண்டும். சமச்சீர் உரத்தை வாங்கவும் (10-10-10, 12-12-12, முதலியன). அதிகப்படியான உரங்கள் பழ விளைச்சலைக் குறைக்கும், மேலும் அது ரன்னர் உற்பத்தியையும் தூண்டக்கூடும் என்பதால் வழிமுறைகளைப் பின்பற்றவும்.","ஸ்ட்ராபெர்ரியின் இதய வடிவ நிழல் இந்த பழம் உங்களுக்கு நல்லது என்பதற்கான முதல் துப்பு. இந்த சக்திவாய்ந்த சிறிய தொகுப்புகள் உங்கள் இதயத்தைப் பாதுகாக்கின்றன, HDL (நல்ல) கொழுப்பை அதிகரிக்கின்றன, உங்கள் இரத்த அழுத்தத்தைக் குறைக்கின்றன மற்றும் புற்றுநோயிலிருந்து பாதுகாக்கின்றன.வைட்டமின்கள், நார்ச்சத்து மற்றும் பாலிஃபீனால்கள் எனப்படும் அதிக அளவு ஆக்ஸிஜனேற்றிகள் நிறைந்த ஸ்ட்ராபெர்ரிகள், சோடியம் இல்லாத, கொழுப்பு இல்லாத, கொழுப்பு இல்லாத, குறைந்த கலோரி உணவாகும். ஆக்ஸிஜனேற்ற திறன் கொண்ட முதல் 20 பழங்களில் இவை அடங்கும், மேலும் மாங்கனீசு மற்றும் பொட்டாசியத்தின் நல்ல மூலமாகும். ஒரு சேவை - சுமார் எட்டு ஸ்ட்ராபெர்ரிகள் - ஒரு ஆரஞ்சு நிறத்தை விட அதிக வைட்டமின் சி வழங்குகிறது.",https://www.canr.msu.edu/uploads/images/7-12-11-MARK-plhstrw4.jpg
29,தக்காளி: பாக்டீரியா புள்ளி,"தக்காளியின் பாக்டீரியா புள்ளி என்பது ஒரு பேரழிவு தரும் நோயாகும், இது கடுமையான சந்தர்ப்பங்களில், சந்தைப்படுத்த முடியாத பழங்களுக்கும் தாவர மரணத்திற்கும் வழிவகுக்கும். தக்காளி வளர்க்கப்படும் இடங்களில் பாக்டீரியா புள்ளி ஏற்படலாம், ஆனால் இது பெரும்பாலும் சூடான, ஈரமான காலநிலையிலும், பசுமை இல்லங்களிலும் காணப்படுகிறது. விஸ்கான்சினில் இந்த நோய் பெரும்பாலும் ஒரு பிரச்சினையாகும். பாக்டீரியா புள்ளி ஒரு தக்காளி செடியின் இலைகள், தண்டுகள் மற்றும் பழங்கள் உட்பட அனைத்து தரைக்கு மேலே உள்ள பகுதிகளையும் பாதிக்கும். பாக்டீரியா புள்ளிகள் இலைகளில் சிறியதாக (? அங்குலத்திற்கும் குறைவாக), சில நேரங்களில் நீரில் நனைந்த (அதாவது, ஈரமாகத் தோன்றும்) வட்டப் பகுதிகளாகத் தோன்றும். புள்ளிகள் ஆரம்பத்தில் மஞ்சள்-பச்சை நிறத்தில் இருக்கலாம், ஆனால் அவை வயதாகும்போது கருமையாகி பழுப்பு-சிவப்பு நிறமாக இருக்கலாம். நோய் கடுமையாக இருக்கும்போது, ​​விரிவான இலை மஞ்சள் நிறமாகவும், இலை உதிர்தலும் ஏற்படலாம். பச்சை பழங்களில், புள்ளிகள் பொதுவாக சிறியதாகவும், உயர்ந்து, கொப்புளங்கள் போலவும் இருக்கும், மேலும் மஞ்சள் நிற ஒளிவட்டத்தைக் கொண்டிருக்கலாம். பழம் முதிர்ச்சியடையும் போது, ​​புள்ளிகள் பெரிதாகி (அதிகபட்சமாக ½ அங்குலம்) பழுப்பு நிறமாகவும், சொறிந்து, கரடுமுரடாகவும் மாறும். முதிர்ந்த புள்ளிகள் உயர்ந்த விளிம்புகளுடன் உயர்ந்து அல்லது மூழ்கி இருக்கலாம்.","பாதிக்கப்பட்ட விதை அல்லது நாற்றுகளில் பாக்டீரியா புள்ளி நோய்க்கிருமிகள் நுழைவதைத் தடுக்க நோய்க்கிருமி இல்லாத விதை அல்லது நடவுகளை நடவும். சுத்தமான விதை ஆதாரம் கிடைக்கவில்லை அல்லது உங்கள் விதை மாசுபட்டதாக நீங்கள் சந்தேகித்தால், நோய்க்கிருமிகளைக் கொல்ல விதைகளை 122°F வெப்பநிலையில் 25 நிமிடங்கள் ஊற வைக்கவும். இலைகளை உலர வைக்கவும், நோய்க்கிருமிகள் பரவுவதைத் தடுக்கவும், நிறுவப்பட்ட தாவரங்களுக்கு மேல்நிலை நீர்ப்பாசனம் செய்வதைத் தவிர்க்கவும் (எ.கா., ஒரு மந்திரக்கோல் அல்லது தெளிப்பான் மூலம்) மற்றும் அதற்கு பதிலாக ஒரு சொட்டு-நாடா அல்லது ஊறவைக்கும் குழாய் பயன்படுத்தவும். மேலும் பரவுவதைத் தடுக்க, தாவரங்கள் ஈரமாக இருக்கும்போது (எ.கா., பனியிலிருந்து) கையாள வேண்டாம், மேலும் 10% ப்ளீச் கரைசல் அல்லது (மேலும் சிறப்பாக) 70% ஆல்கஹால் (எ.கா., ஆல்கஹால் தேய்த்தல்) மூலம் கருவிகளை வழக்கமாக கிருமி நீக்கம் செய்ய வேண்டாம். பாக்டீரியா புள்ளிகள் மீண்டும் மீண்டும் பிரச்சனையாக இருக்கும் இடங்களில், தக்காளியில் பயன்படுத்த பதிவுசெய்யப்பட்ட செம்பு சார்ந்த தயாரிப்புகளின் தடுப்பு பயன்பாடுகளைப் பயன்படுத்துவதைக் கருத்தில் கொள்ளுங்கள், குறிப்பாக சூடான, மழை காலங்களில். இருப்பினும், அதிகமாகவோ அல்லது நீண்ட காலமாகவோ பயன்படுத்தினால், செம்பு இனி நோயைக் கட்டுப்படுத்தாது என்பதை நினைவில் கொள்ளுங்கள். நீங்கள் தேர்ந்தெடுக்கும் தயாரிப்பின் அனைத்து லேபிள் வழிமுறைகளையும் படித்து பின்பற்றுவதை உறுதிசெய்து கொள்ளுங்கள், இதனால் நீங்கள் அதை மிகவும் பாதுகாப்பான மற்றும் மிகவும் பயனுள்ள முறையில் பயன்படுத்துகிறீர்கள்.",https://www.growingproduce.com/wp-content/uploads/2019/08/bacterial_spot_tomato.jpg
30,தக்காளி: ஆரம்பகால கருகல் நோய்,"தக்காளி வளர்க்கப்படும் ஒவ்வொரு பருவத்திலும் ஏற்படும் மிகவும் பொதுவான தக்காளி நோய்களில் ஒன்று ஆரம்பகால கருகல் நோய். இது இலைகள், பழங்கள் மற்றும் தண்டுகளை பாதிக்கிறது மற்றும் எளிதில் பாதிக்கப்படக்கூடிய சாகுபடிகள் பயன்படுத்தப்படும்போது மற்றும் வானிலை சாதகமாக இருக்கும்போது மகசூலைக் கட்டுப்படுத்தும். கடுமையான இலை உதிர்தல் ஏற்படலாம் மற்றும் பழங்களில் வெயிலில் தீக்காயம் ஏற்படலாம். மினசோட்டாவில் வயல் மற்றும் அதிக சுரங்கப்பாதை தக்காளி உற்பத்தியில் ஆரம்பகால கருகல் நோய் பொதுவானது.","காற்று சுழற்சியை மேம்படுத்தவும் பூஞ்சை பிரச்சனைகளைக் குறைக்கவும் செடிகளை கத்தரிக்கவும் அல்லது குடை செய்யவும். ஒவ்வொரு வெட்டுக்குப் பிறகும் உங்கள் கத்தரிக்காய் கத்தரிகளை கிருமி நீக்கம் செய்ய மறக்காதீர்கள் (ஒரு பகுதி 4 பாகங்கள் தண்ணீரில் ப்ளீச் செய்யவும்).தாவரங்களுக்கு அடியில் உள்ள மண்ணை சுத்தமாகவும் தோட்டக் குப்பைகள் இல்லாமல் வைக்கவும். வித்திகள் தாவரங்களின் மீது மீண்டும் தெறிப்பதைத் தடுக்க கரிம உரத்தின் ஒரு அடுக்கைச் சேர்க்கவும். இலைகளை உலர வைக்க சொட்டு நீர் பாசனம் மற்றும் ஊறவைக்கும் குழல்களைப் பயன்படுத்தலாம். சிறந்த கட்டுப்பாட்டிற்கு, நோய் பொதுவாகத் தோன்றுவதற்கு இரண்டு வாரங்களுக்கு முன்பு அல்லது வானிலை முன்னறிவிப்புகள் நீண்ட கால ஈரமான வானிலையை முன்னறிவிக்கும் போது, ​​செம்பு சார்ந்த பூஞ்சைக் கொல்லிகளை முன்கூட்டியே பயன்படுத்துங்கள். மாற்றாக, நோய் முதலில் தோன்றும் போது சிகிச்சையைத் தொடங்கவும், தேவைப்படும் வரை ஒவ்வொரு 7-10 நாட்களுக்கும் மீண்டும் செய்யவும். தாமிரம் மற்றும் பைரெத்ரின்களைக் கொண்ட போனைட் கார்டன் டஸ்ட் பல பூச்சி தாக்குதல்கள் மற்றும் பூஞ்சை பிரச்சனைகளுக்கு பாதுகாப்பான, ஒரு-படி கட்டுப்பாட்டாகும். சிறந்த முடிவுகளுக்கு, இலைகளின் மேல் மற்றும் கீழ் பகுதிகளை மெல்லிய சீரான படலம் அல்லது தூசியால் மூடவும். இலை அடர்த்தியைப் பொறுத்து, 10 அவுன்ஸ் 625 சதுர அடி பரப்பளவை உள்ளடக்கும். தேவைக்கேற்ப, ஒவ்வொரு 7-10 நாட்களுக்கும் மீண்டும் பயன்படுத்தவும்.",https://extension.umn.edu/sites/extension.umn.edu/files/styles/large/public/early-blight-leaf-tomato.jpg?itok=woYQQlrF
31, தக்காளி: லேட் ப்ளைட்,"லேட் ப்ளைட் என்பது ஓமைசீட் பைட்டோப்தோரா இன்ஃபெஸ்டான்களால் ஏற்படுகிறது. ஓமைசீட்கள் பூஞ்சை போன்ற உயிரினங்கள், அவை நீர் அச்சுகள் என்றும் அழைக்கப்படுகின்றன, ஆனால் அவை உண்மையான பூஞ்சைகள் அல்ல. பி. இன்ஃபெஸ்டான்களின் பல வேறுபட்ட இனங்கள் உள்ளன. இவை குளோனல் லீனைஸ்கள் என்று அழைக்கப்படுகின்றன மற்றும் எண் குறியீட்டால் (அதாவது US-23) குறிப்பிடப்படுகின்றன. பல குளோனல் லீனைஸ்கள் தக்காளி மற்றும் உருளைக்கிழங்கு இரண்டையும் பாதிக்கின்றன, ஆனால் சில லீனைஸ்கள் ஒரு ஹோஸ்ட் அல்லது மற்றொன்றுக்கு குறிப்பிட்டவை. லேட் ப்ளைட் என்பது தக்காளி மற்றும் உருளைக்கிழங்கின் ஒரு சாத்தியமான பேரழிவு நோயாகும், இது தக்காளி செடிகளின் இலைகள், தண்டுகள் மற்றும் பழங்களை பாதிக்கிறது. இந்த நோய் வயல்களில் விரைவாக பரவுகிறது மற்றும் சிகிச்சையளிக்கப்படாவிட்டால் மொத்த பயிர் தோல்வியை ஏற்படுத்தும். 1840களின் பிற்பகுதியில் ஐரிஷ் உருளைக்கிழங்கு பஞ்சத்திற்கு உருளைக்கிழங்கின் லேட் ப்ளைட் காரணமாகும்.","தக்காளி லேட் ப்ளைட்டைக் கட்டுப்படுத்துவதில் சுகாதாரம் முதல் படியாகும். தோட்டப் பகுதியில் இருந்து அனைத்து குப்பைகள் மற்றும் விழுந்த பழங்களையும் சுத்தம் செய்யவும். நீட்டிக்கப்பட்ட உறைபனி சாத்தியமில்லாத வெப்பமான பகுதிகளில் இது மிகவும் அவசியம் மற்றும் லேட் ப்ளைட் தக்காளி நோய் விழுந்த பழங்களில் குளிர்காலத்தை கழிக்கக்கூடும். தற்போது, தக்காளியில் தாமதமாக ஏற்படும் கருகல் நோயை எதிர்க்கும் வகைகள் எதுவும் இல்லை, எனவே வாரத்திற்கு இரண்டு முறையாவது செடிகளை பரிசோதிக்க வேண்டும். ஈரமான சூழ்நிலைகளில் தாமதமாக ஏற்படும் கருகல் நோயின் அறிகுறிகள் அதிகமாக ஏற்பட வாய்ப்புள்ளதால், அந்த நேரங்களில் அதிக கவனம் செலுத்த வேண்டும். வீட்டுத் தோட்டக்காரருக்கு, மானெப், மான்கோசெப், குளோரோதனோலில் அல்லது நிலையான காப்பர் ஆகியவற்றைக் கொண்ட பூஞ்சைக் கொல்லிகள் தாமதமாக ஏற்படும் தக்காளி கருகல் நோயிலிருந்து தாவரங்களைப் பாதுகாக்க உதவும். வளரும் பருவம் முழுவதும் மீண்டும் மீண்டும் பயன்படுத்துவது அவசியம், ஏனெனில் நோய் எந்த நேரத்திலும் தாக்கக்கூடும். கரிம தோட்டக்காரர்களுக்கு, பயன்படுத்த அனுமதிக்கப்பட்ட சில நிலையான செப்பு பொருட்கள் உள்ளன; இல்லையெனில், பாதிக்கப்பட்ட அனைத்து தாவரங்களையும் உடனடியாக அகற்றி அழிக்க வேண்டும்.","https://www.canr.msu.edu/contentAsset/image/e97d1ef0-5b55-49b0-ab4e-c57dcbeca65e/fileAsset/filter/Resize,Jpeg/resize_w/750/jpeg_q/80"
32,தக்காளி: இலை பூஞ்சை,"தக்காளி இலை பூஞ்சை என்பது ஒரு பூஞ்சை நோயாகும், இது இலை ஈரப்பதம் நீண்ட காலமாக இருக்கும்போதும், ஈரப்பதம் அதிகமாக இருக்கும்போதும் (85 சதவீதத்திற்கும் அதிகமாக) உருவாகலாம். இந்த ஈரப்பதம் தேவைப்படுவதால், இந்த நோய் முதன்மையாக ஹூப்ஹவுஸ்கள் மற்றும் பசுமை இல்லங்களில் காணப்படுகிறது. தக்காளி இலை பூஞ்சை வசந்த காலத்தின் துவக்க வெப்பநிலையில் (50.9 டிகிரி பாரன்ஹீட்) அல்லது கோடையின் சிறப்பியல்புகளில் (90 F) உருவாகலாம். உகந்த வெப்பநிலை தக்காளி இலை பூஞ்சை 70 டிகிரி செல்சியஸில் இருக்கும். நோயின் அறிகுறிகளில் மேல் இலை மேற்பரப்பில் மஞ்சள் புள்ளிகள் அடங்கும். பாதிக்கப்பட்ட இலைகளின் அடிப்பகுதியில் ஆலிவ்-பச்சை வித்துகளின் தனித்தனி திரள்களைக் காணலாம்.","தக்காளி செடிகளுக்கு பூஞ்சைக் கொல்லியைக் கொண்டு சிகிச்சையளிக்கும்போது, ​​மண்ணுக்கு மேலே உள்ள தாவரத்தின் அனைத்து பகுதிகளையும், குறிப்பாக இலைகளின் அடிப்பகுதியையும், நோய் பெரும்பாலும் உருவாகும் இடங்களையும் மூடுவதை உறுதிப்படுத்திக் கொள்ளுங்கள். இலை பூஞ்சை பிரச்சினைகளுக்கு சிகிச்சையளிக்க கால்சியம் குளோரைடு அடிப்படையிலான தெளிப்புகள் பரிந்துரைக்கப்படுகின்றன. கரிம பூஞ்சைக் கொல்லி விருப்பங்களும் கிடைக்கின்றன.",https://www.gardeningknowhow.com/wp-content/uploads/2018/04/tomato-leaf-mold-400x300.jpg
